ID_Venta;Producto_Ing;Producto;Categoría_Ing;Categoría;Precio;Cantidad;Edad;Género_Ing;Género;Descuento;Método de Pago_Ing;Descuento_Aplicado;Cantidad_Descontada;Método de Pago;Región_Ing;Región;Fecha_Venta;Ventas_Totales;Rango_Edad
134;Laptop;Portátil;Electronics;Electrónica;329,30 €;7;28;Female;Femenino;8%;Credit Card;Si;184,41 €;Tarjeta de Crédito;South America;América del Sur;7/4/24;2.120,69 €;Adultos
135;Laptop;Portátil;Electronics;Electrónica;200,22 €;1;26;Female;Femenino;1%;PayPal;Si;2,00 €;Paypal;South America;América del Sur;28/7/24;198,22 €;Adultos
136;Headphones;Auriculares;Accessories;Accesorios;779,35 €;5;26;Male;Masculino;29%;Credit Card;Si;1.130,06 €;Tarjeta de Crédito;North America;América del Norte;11/2/24;2.766,69 €;Adultos
137;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.419,83 €;10;37;Male;Masculino;2%;PayPal;Si;283,97 €;Paypal;North America;América del Norte;4/8/23;13.914,33 €;Adultos
138;Smartphone;Móvil Inteligente;Electronics;Electrónica;85,65 €;9;63;Female;Femenino;0%;Bank Transfer;No;0,00 €;Transferencia Bancaria;South America;América del Sur;23/1/23;770,85 €;Tercera Edad
139;Laptop;Portátil;Electronics;Electrónica;796,33 €;7;39;Female;Femenino;10%;PayPal;Si;557,43 €;Paypal;North America;América del Norte;13/3/24;5.016,88 €;Adultos
140;Headphones;Auriculares;Accessories;Accesorios;1.123,01 €;5;30;Female;Femenino;5%;Bank Transfer;Si;280,75 €;Transferencia Bancaria;North America;América del Norte;6/12/24;5.334,30 €;Adultos
141;Smartphone;Móvil Inteligente;Electronics;Electrónica;86,81 €;8;64;Male;Masculino;27%;Debit Card;Si;187,51 €;Tarjeta de Débito;South America;América del Sur;12/4/23;506,97 €;Tercera Edad
142;Laptop;Portátil;Electronics;Electrónica;1.196,95 €;6;33;Female;Femenino;10%;Credit Card;Si;718,17 €;Tarjeta de Crédito;Europe;Europa;14/10/23;6.463,53 €;Adultos
143;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.063,17 €;5;23;Female;Femenino;18%;PayPal;Si;956,85 €;Paypal;North America;América del Norte;11/9/24;4.359,00 €;Jóvenes
144;Laptop;Portátil;Electronics;Electrónica;925,86 €;3;40;Male;Masculino;26%;Credit Card;Si;722,17 €;Tarjeta de Crédito;Asia;Asia;10/9/24;2.055,41 €;Adultos Mayores
145;Smartwatch;Reloj Inteligente;Electronics;Electrónica;315,78 €;5;45;Female;Femenino;5%;PayPal;Si;78,95 €;Paypal;Europe;Europa;31/1/23;1.499,95 €;Adultos Mayores
146;Tablet;Tablet;Electronics;Electrónica;1.094,92 €;1;26;Female;Femenino;21%;PayPal;Si;229,93 €;Paypal;Africa;África;11/1/25;864,99 €;Adultos
147;Laptop;Portátil;Electronics;Electrónica;1.464,52 €;10;56;Male;Masculino;0%;Credit Card;No;0,00 €;Tarjeta de Crédito;Asia;Asia;24/2/23;14.645,20 €;Adultos Mayores
148;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.126,00 €;7;42;Female;Femenino;10%;Debit Card;Si;788,20 €;Tarjeta de Débito;North America;América del Norte;14/4/23;7.093,80 €;Adultos Mayores
149;Laptop;Portátil;Electronics;Electrónica;1.178,01 €;5;50;Female;Femenino;23%;Bank Transfer;Si;1.354,71 €;Transferencia Bancaria;Asia;Asia;19/4/24;4.535,34 €;Adultos Mayores
150;Smartphone;Móvil Inteligente;Electronics;Electrónica;451,59 €;9;46;Male;Masculino;23%;Bank Transfer;Si;934,79 €;Transferencia Bancaria;Asia;Asia;8/1/24;3.129,52 €;Adultos Mayores
151;Headphones;Auriculares;Accessories;Accesorios;1.155,17 €;7;32;Female;Femenino;22%;Debit Card;Si;1.778,96 €;Tarjeta de Débito;Africa;África;19/7/23;6.307,23 €;Adultos
152;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.410,81 €;10;26;Male;Masculino;26%;Bank Transfer;Si;3.668,11 €;Transferencia Bancaria;Asia;Asia;23/6/23;10.439,99 €;Adultos
153;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.240,54 €;3;39;Male;Masculino;10%;PayPal;Si;372,16 €;Paypal;North America;América del Norte;11/1/25;3.349,46 €;Adultos
154;Headphones;Auriculares;Accessories;Accesorios;1.424,23 €;3;44;Female;Femenino;27%;PayPal;Si;1.153,63 €;Paypal;Africa;África;9/3/24;3.119,06 €;Adultos Mayores
155;Laptop;Portátil;Electronics;Electrónica;555,25 €;6;24;Male;Masculino;25%;Debit Card;Si;832,88 €;Tarjeta de Débito;Europe;Europa;30/12/24;2.498,62 €;Jóvenes
156;Smartphone;Móvil Inteligente;Electronics;Electrónica;126,78 €;4;62;Female;Femenino;16%;Bank Transfer;Si;81,14 €;Transferencia Bancaria;Asia;Asia;23/7/23;425,98 €;Tercera Edad
157;Tablet;Tablet;Electronics;Electrónica;984,22 €;8;29;Male;Masculino;21%;Bank Transfer;Si;1.653,49 €;Transferencia Bancaria;South America;América del Sur;16/8/24;6.220,27 €;Adultos
158;Headphones;Auriculares;Accessories;Accesorios;575,57 €;7;35;Male;Masculino;25%;Bank Transfer;Si;1.007,25 €;Transferencia Bancaria;Asia;Asia;19/4/24;3.021,74 €;Adultos
159;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.144,23 €;3;31;Female;Femenino;17%;PayPal;Si;583,56 €;Paypal;North America;América del Norte;8/12/23;2.849,13 €;Adultos
160;Headphones;Auriculares;Accessories;Accesorios;141,62 €;3;65;Male;Masculino;16%;Bank Transfer;Si;67,98 €;Transferencia Bancaria;Africa;África;11/1/25;356,88 €;Tercera Edad
161;Laptop;Portátil;Electronics;Electrónica;497,40 €;3;30;Female;Femenino;11%;Bank Transfer;Si;164,14 €;Transferencia Bancaria;North America;América del Norte;13/4/24;1.328,06 €;Adultos
162;Smartwatch;Reloj Inteligente;Electronics;Electrónica;941,48 €;8;26;Female;Femenino;3%;Bank Transfer;Si;225,96 €;Transferencia Bancaria;Asia;Asia;23/4/23;7.305,88 €;Adultos
163;Smartwatch;Reloj Inteligente;Electronics;Electrónica;595,05 €;3;36;Male;Masculino;21%;Credit Card;Si;374,88 €;Tarjeta de Crédito;North America;América del Norte;23/2/23;1.410,27 €;Adultos
164;Laptop;Portátil;Electronics;Electrónica;1.049,50 €;7;34;Female;Femenino;8%;Debit Card;Si;587,72 €;Tarjeta de Débito;North America;América del Norte;20/5/24;6.758,78 €;Adultos
165;Headphones;Auriculares;Accessories;Accesorios;1.404,13 €;4;61;Female;Femenino;19%;Debit Card;Si;1.067,14 €;Tarjeta de Débito;Asia;Asia;13/1/24;4.549,38 €;Tercera Edad
166;Laptop;Portátil;Electronics;Electrónica;1.409,11 €;3;60;Male;Masculino;20%;Debit Card;Si;845,47 €;Tarjeta de Débito;Europe;Europa;25/10/24;3.381,86 €;Tercera Edad
167;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.179,03 €;10;45;Male;Masculino;21%;Debit Card;Si;2.475,96 €;Tarjeta de Débito;North America;América del Norte;30/3/23;9.314,34 €;Adultos Mayores
168;Tablet;Tablet;Electronics;Electrónica;1.155,92 €;10;55;Male;Masculino;25%;Credit Card;Si;2.889,80 €;Tarjeta de Crédito;Europe;Europa;21/9/23;8.669,40 €;Adultos Mayores
169;Tablet;Tablet;Electronics;Electrónica;432,81 €;6;45;Female;Femenino;21%;Debit Card;Si;545,34 €;Tarjeta de Débito;North America;América del Norte;25/3/23;2.051,52 €;Adultos Mayores
170;Headphones;Auriculares;Accessories;Accesorios;191,89 €;5;33;Male;Masculino;22%;Debit Card;Si;211,08 €;Tarjeta de Débito;Asia;Asia;16/9/23;748,37 €;Adultos
171;Tablet;Tablet;Electronics;Electrónica;768,54 €;6;44;Male;Masculino;14%;Credit Card;Si;645,57 €;Tarjeta de Crédito;Asia;Asia;6/5/24;3.965,67 €;Adultos Mayores
172;Laptop;Portátil;Electronics;Electrónica;1.184,61 €;1;28;Female;Femenino;0%;Credit Card;No;0,00 €;Tarjeta de Crédito;North America;América del Norte;20/8/23;1.184,61 €;Adultos
173;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.005,78 €;3;44;Male;Masculino;10%;Bank Transfer;Si;301,73 €;Transferencia Bancaria;South America;América del Sur;15/1/25;2.715,61 €;Adultos Mayores
174;Smartwatch;Reloj Inteligente;Electronics;Electrónica;895,93 €;6;65;Female;Femenino;1%;Bank Transfer;Si;53,76 €;Transferencia Bancaria;Asia;Asia;29/11/23;5.321,82 €;Tercera Edad
175;Headphones;Auriculares;Accessories;Accesorios;1.424,91 €;10;41;Male;Masculino;3%;Credit Card;Si;427,47 €;Tarjeta de Crédito;Africa;África;19/1/25;13.821,63 €;Adultos Mayores
176;Headphones;Auriculares;Accessories;Accesorios;850,87 €;2;56;Male;Masculino;25%;Bank Transfer;Si;425,44 €;Transferencia Bancaria;North America;América del Norte;27/2/23;1.276,31 €;Adultos Mayores
177;Laptop;Portátil;Electronics;Electrónica;1.116,79 €;8;30;Female;Femenino;27%;PayPal;Si;2.412,27 €;Paypal;South America;América del Sur;17/2/23;6.522,05 €;Adultos
178;Headphones;Auriculares;Accessories;Accesorios;1.039,78 €;3;36;Female;Femenino;12%;Debit Card;Si;374,32 €;Tarjeta de Débito;Africa;África;29/9/24;2.745,02 €;Adultos
179;Laptop;Portátil;Electronics;Electrónica;1.047,87 €;6;23;Female;Femenino;22%;Debit Card;Si;1.383,19 €;Tarjeta de Débito;Asia;Asia;11/6/23;4.904,03 €;Jóvenes
180;Headphones;Auriculares;Accessories;Accesorios;488,32 €;6;34;Male;Masculino;7%;Bank Transfer;Si;205,09 €;Transferencia Bancaria;North America;América del Norte;8/6/24;2.724,83 €;Adultos
181;Laptop;Portátil;Electronics;Electrónica;246,85 €;4;19;Female;Femenino;27%;Credit Card;Si;266,60 €;Tarjeta de Crédito;Africa;África;19/11/24;720,80 €;Jóvenes
182;Laptop;Portátil;Electronics;Electrónica;870,12 €;8;48;Male;Masculino;29%;Debit Card;Si;2.018,68 €;Tarjeta de Débito;Europe;Europa;5/4/23;4.942,28 €;Adultos Mayores
183;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.359,69 €;3;62;Male;Masculino;1%;Bank Transfer;Si;40,79 €;Transferencia Bancaria;Europe;Europa;8/1/23;4.038,28 €;Tercera Edad
184;Laptop;Portátil;Electronics;Electrónica;991,93 €;7;58;Male;Masculino;21%;Bank Transfer;Si;1.458,14 €;Transferencia Bancaria;Asia;Asia;19/4/24;5.485,37 €;Adultos Mayores
185;Laptop;Portátil;Electronics;Electrónica;161,47 €;9;61;Male;Masculino;12%;PayPal;Si;174,39 €;Paypal;North America;América del Norte;25/2/23;1.278,84 €;Tercera Edad
186;Laptop;Portátil;Electronics;Electrónica;1.440,86 €;4;33;Female;Femenino;4%;Credit Card;Si;230,54 €;Tarjeta de Crédito;South America;América del Sur;14/8/24;5.532,90 €;Adultos
187;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.352,62 €;2;20;Male;Masculino;15%;PayPal;Si;405,79 €;Paypal;South America;América del Sur;17/3/23;2.299,45 €;Jóvenes
188;Smartphone;Móvil Inteligente;Electronics;Electrónica;188,55 €;4;36;Male;Masculino;25%;Debit Card;Si;188,55 €;Tarjeta de Débito;Asia;Asia;21/11/23;565,65 €;Adultos
189;Tablet;Tablet;Electronics;Electrónica;858,09 €;9;20;Male;Masculino;28%;Bank Transfer;Si;2.162,39 €;Transferencia Bancaria;South America;América del Sur;15/8/24;5.560,42 €;Jóvenes
190;Headphones;Auriculares;Accessories;Accesorios;641,64 €;6;41;Male;Masculino;4%;Credit Card;Si;153,99 €;Tarjeta de Crédito;Europe;Europa;25/7/23;3.695,85 €;Adultos Mayores
191;Smartphone;Móvil Inteligente;Electronics;Electrónica;594,85 €;10;39;Female;Femenino;21%;Bank Transfer;Si;1.249,19 €;Transferencia Bancaria;Europe;Europa;17/12/23;4.699,32 €;Adultos
192;Headphones;Auriculares;Accessories;Accesorios;1.286,80 €;7;54;Male;Masculino;28%;Credit Card;Si;2.522,13 €;Tarjeta de Crédito;South America;América del Sur;31/7/23;6.485,47 €;Adultos Mayores
193;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.406,62 €;1;44;Female;Femenino;10%;Debit Card;Si;140,66 €;Tarjeta de Débito;Africa;África;2/5/24;1.265,96 €;Adultos Mayores
194;Headphones;Auriculares;Accessories;Accesorios;1.279,14 €;10;62;Male;Masculino;6%;PayPal;Si;767,48 €;Paypal;South America;América del Sur;4/8/23;12.023,92 €;Tercera Edad
195;Tablet;Tablet;Electronics;Electrónica;271,25 €;6;21;Female;Femenino;24%;Credit Card;Si;390,60 €;Tarjeta de Crédito;North America;América del Norte;20/11/24;1.236,90 €;Jóvenes
196;Tablet;Tablet;Electronics;Electrónica;538,33 €;9;41;Female;Femenino;5%;Debit Card;Si;242,25 €;Tarjeta de Débito;Asia;Asia;9/11/23;4.602,72 €;Adultos Mayores
197;Smartphone;Móvil Inteligente;Electronics;Electrónica;740,17 €;9;61;Female;Femenino;13%;PayPal;Si;866,00 €;Paypal;Europe;Europa;28/4/23;5.795,53 €;Tercera Edad
198;Smartwatch;Reloj Inteligente;Electronics;Electrónica;971,43 €;2;52;Male;Masculino;29%;PayPal;Si;563,43 €;Paypal;Europe;Europa;4/10/24;1.379,43 €;Adultos Mayores
199;Tablet;Tablet;Electronics;Electrónica;542,36 €;3;65;Female;Femenino;17%;Debit Card;Si;276,60 €;Tarjeta de Débito;South America;América del Sur;12/10/24;1.350,48 €;Tercera Edad
200;Smartwatch;Reloj Inteligente;Electronics;Electrónica;530,65 €;7;22;Male;Masculino;4%;Debit Card;Si;148,58 €;Tarjeta de Débito;North America;América del Norte;9/5/23;3.565,97 €;Jóvenes
201;Tablet;Tablet;Electronics;Electrónica;987,21 €;7;57;Male;Masculino;14%;PayPal;Si;967,47 €;Paypal;South America;América del Sur;7/12/23;5.943,00 €;Adultos Mayores
202;Headphones;Auriculares;Accessories;Accesorios;1.264,65 €;4;35;Female;Femenino;5%;PayPal;Si;252,93 €;Paypal;South America;América del Sur;21/4/23;4.805,67 €;Adultos
203;Laptop;Portátil;Electronics;Electrónica;1.086,31 €;4;28;Male;Masculino;9%;Bank Transfer;Si;391,07 €;Transferencia Bancaria;Europe;Europa;21/12/24;3.954,17 €;Adultos
204;Tablet;Tablet;Electronics;Electrónica;471,17 €;9;38;Male;Masculino;8%;PayPal;Si;339,24 €;Paypal;Asia;Asia;12/8/23;3.901,29 €;Adultos
205;Laptop;Portátil;Electronics;Electrónica;633,11 €;1;44;Male;Masculino;23%;Bank Transfer;Si;145,62 €;Transferencia Bancaria;Asia;Asia;5/1/23;487,49 €;Adultos Mayores
206;Headphones;Auriculares;Accessories;Accesorios;1.367,38 €;10;40;Female;Femenino;21%;Credit Card;Si;2.871,50 €;Tarjeta de Crédito;Africa;África;27/1/24;10.802,30 €;Adultos Mayores
207;Tablet;Tablet;Electronics;Electrónica;1.359,75 €;7;33;Male;Masculino;0%;Debit Card;No;0,00 €;Tarjeta de Débito;South America;América del Sur;20/1/25;9.518,25 €;Adultos
208;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.290,69 €;2;39;Male;Masculino;4%;PayPal;Si;103,26 €;Paypal;North America;América del Norte;23/3/24;2.478,12 €;Adultos
209;Smartphone;Móvil Inteligente;Electronics;Electrónica;459,90 €;8;40;Male;Masculino;0%;Credit Card;No;0,00 €;Tarjeta de Crédito;North America;América del Norte;12/10/23;3.679,20 €;Adultos Mayores
210;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.377,95 €;6;58;Female;Femenino;11%;PayPal;Si;909,45 €;Paypal;Asia;Asia;2/3/24;7.358,25 €;Adultos Mayores
211;Headphones;Auriculares;Accessories;Accesorios;990,93 €;8;59;Female;Femenino;4%;Debit Card;Si;317,10 €;Tarjeta de Débito;South America;América del Sur;10/1/23;7.610,34 €;Adultos Mayores
212;Tablet;Tablet;Electronics;Electrónica;82,76 €;3;64;Female;Femenino;23%;Bank Transfer;Si;57,10 €;Transferencia Bancaria;North America;América del Norte;26/12/24;191,18 €;Tercera Edad
213;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.221,84 €;3;31;Female;Femenino;24%;Bank Transfer;Si;879,72 €;Transferencia Bancaria;Asia;Asia;6/3/24;2.785,80 €;Adultos
214;Tablet;Tablet;Electronics;Electrónica;107,24 €;2;59;Female;Femenino;5%;Debit Card;Si;10,72 €;Tarjeta de Débito;North America;América del Norte;13/11/24;203,76 €;Adultos Mayores
215;Headphones;Auriculares;Accessories;Accesorios;132,48 €;7;28;Female;Femenino;4%;Debit Card;Si;37,09 €;Tarjeta de Débito;Europe;Europa;15/5/23;890,27 €;Adultos
216;Smartwatch;Reloj Inteligente;Electronics;Electrónica;921,37 €;10;51;Female;Femenino;17%;PayPal;Si;1.566,33 €;Paypal;Europe;Europa;31/3/24;7.647,37 €;Adultos Mayores
217;Laptop;Portátil;Electronics;Electrónica;1.475,05 €;1;24;Female;Femenino;29%;PayPal;Si;427,76 €;Paypal;Asia;Asia;4/2/23;1.047,29 €;Jóvenes
218;Tablet;Tablet;Electronics;Electrónica;951,07 €;10;56;Male;Masculino;23%;Bank Transfer;Si;2.187,46 €;Transferencia Bancaria;Asia;Asia;26/2/24;7.323,24 €;Adultos Mayores
219;Smartphone;Móvil Inteligente;Electronics;Electrónica;616,61 €;6;59;Female;Femenino;21%;Credit Card;Si;776,93 €;Tarjeta de Crédito;South America;América del Sur;19/1/25;2.922,73 €;Adultos Mayores
220;Smartphone;Móvil Inteligente;Electronics;Electrónica;181,53 €;10;36;Male;Masculino;5%;Bank Transfer;Si;90,77 €;Transferencia Bancaria;South America;América del Sur;19/11/24;1.724,53 €;Adultos
221;Headphones;Auriculares;Accessories;Accesorios;1.220,26 €;8;54;Female;Femenino;7%;Bank Transfer;Si;683,35 €;Transferencia Bancaria;Asia;Asia;28/5/23;9.078,73 €;Adultos Mayores
222;Smartphone;Móvil Inteligente;Electronics;Electrónica;656,93 €;2;54;Male;Masculino;5%;PayPal;Si;65,69 €;Paypal;Europe;Europa;18/12/24;1.248,17 €;Adultos Mayores
223;Headphones;Auriculares;Accessories;Accesorios;1.289,84 €;9;38;Female;Femenino;15%;Bank Transfer;Si;1.741,28 €;Transferencia Bancaria;Asia;Asia;3/7/23;9.867,28 €;Adultos
224;Laptop;Portátil;Electronics;Electrónica;347,81 €;3;37;Male;Masculino;0%;Debit Card;No;0,00 €;Tarjeta de Débito;North America;América del Norte;9/2/24;1.043,43 €;Adultos
225;Tablet;Tablet;Electronics;Electrónica;1.069,78 €;7;61;Male;Masculino;13%;Debit Card;Si;973,50 €;Tarjeta de Débito;North America;América del Norte;21/10/23;6.514,96 €;Tercera Edad
226;Smartphone;Móvil Inteligente;Electronics;Electrónica;322,44 €;10;54;Female;Femenino;3%;Bank Transfer;Si;96,73 €;Transferencia Bancaria;Africa;África;5/3/24;3.127,67 €;Adultos Mayores
227;Tablet;Tablet;Electronics;Electrónica;514,03 €;5;20;Female;Femenino;18%;PayPal;Si;462,63 €;Paypal;Europe;Europa;10/7/24;2.107,52 €;Jóvenes
228;Headphones;Auriculares;Accessories;Accesorios;926,03 €;8;41;Female;Femenino;19%;PayPal;Si;1.407,57 €;Paypal;Africa;África;22/12/23;6.000,67 €;Adultos Mayores
229;Laptop;Portátil;Electronics;Electrónica;1.286,31 €;8;25;Female;Femenino;16%;Bank Transfer;Si;1.646,48 €;Transferencia Bancaria;North America;América del Norte;21/6/23;8.644,00 €;Adultos
230;Tablet;Tablet;Electronics;Electrónica;1.485,86 €;2;59;Male;Masculino;0%;Bank Transfer;No;0,00 €;Transferencia Bancaria;South America;América del Sur;27/5/23;2.971,72 €;Adultos Mayores
231;Smartwatch;Reloj Inteligente;Electronics;Electrónica;212,95 €;7;48;Female;Femenino;25%;PayPal;Si;372,66 €;Paypal;South America;América del Sur;31/8/23;1.117,99 €;Adultos Mayores
232;Smartwatch;Reloj Inteligente;Electronics;Electrónica;323,01 €;7;31;Female;Femenino;22%;Debit Card;Si;497,44 €;Tarjeta de Débito;Africa;África;12/7/23;1.763,63 €;Adultos
233;Smartphone;Móvil Inteligente;Electronics;Electrónica;747,61 €;4;65;Female;Femenino;5%;Debit Card;Si;149,52 €;Tarjeta de Débito;North America;América del Norte;26/12/23;2.840,92 €;Tercera Edad
234;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.352,24 €;9;43;Female;Femenino;10%;PayPal;Si;1.217,02 €;Paypal;Asia;Asia;14/3/23;10.953,14 €;Adultos Mayores
235;Laptop;Portátil;Electronics;Electrónica;257,25 €;1;52;Male;Masculino;21%;Bank Transfer;Si;54,02 €;Transferencia Bancaria;North America;América del Norte;26/6/24;203,23 €;Adultos Mayores
236;Smartphone;Móvil Inteligente;Electronics;Electrónica;879,53 €;9;37;Male;Masculino;21%;Debit Card;Si;1.662,31 €;Tarjeta de Débito;Africa;África;10/12/24;6.253,46 €;Adultos
237;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.260,59 €;9;18;Male;Masculino;9%;PayPal;Si;1.021,08 €;Paypal;South America;América del Sur;21/8/24;10.324,23 €;Jóvenes
238;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.113,68 €;7;30;Male;Masculino;25%;PayPal;Si;1.948,94 €;Paypal;Asia;Asia;23/10/23;5.846,82 €;Adultos
239;Tablet;Tablet;Electronics;Electrónica;1.327,94 €;5;64;Female;Femenino;3%;PayPal;Si;199,19 €;Paypal;South America;América del Sur;25/4/24;6.440,51 €;Tercera Edad
240;Tablet;Tablet;Electronics;Electrónica;640,98 €;2;46;Female;Femenino;26%;Credit Card;Si;333,31 €;Tarjeta de Crédito;South America;América del Sur;26/10/23;948,65 €;Adultos Mayores
241;Laptop;Portátil;Electronics;Electrónica;159,62 €;4;55;Female;Femenino;1%;Credit Card;Si;6,38 €;Tarjeta de Crédito;South America;América del Sur;20/9/24;632,10 €;Adultos Mayores
242;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.284,69 €;1;52;Male;Masculino;13%;Credit Card;Si;167,01 €;Tarjeta de Crédito;Europe;Europa;29/10/24;1.117,68 €;Adultos Mayores
